ERROR: Component M287 is not in a mock fail state
ERROR: Component P180 is not currently installed
[OBSERVER] Component M244 changed from INSTALLED to PENDING
[OBSERVER] Component M206 changed from INSTALLED to PENDING
[OBSERVER] Component M187 changed from INSTALLED to PENDING
[OBSERVER] Component M179 changed from INSTALLED to PENDING
[OBSERVER] Component M81 changed from INSTALLED to PENDING
[OBSERVER] Component M54 changed from INSTALLED to PENDING
[OBSERVER] Component M34 changed from INSTALLED to PENDING
ERROR: No installed components to uninstall
ERROR: Component with ID M56 already exists
[OBSERVER] Component M300 changed from PENDING to INSTALLED
[OBSERVER] Component M936 changed from PENDING to INSTALLED
[OBSERVER] Component M740 changed from PENDING to INSTALLED
[OBSERVER] Component M936 changed from INSTALLED to PENDING
[OBSERVER] Component M740 changed from INSTALLED to PENDING
[OBSERVER] Component M300 changed from INSTALLED to PENDING
ERROR: Component M448 is not currently installed
ERROR: Component GHOST_P does not exist
[OBSERVER] Component M352 changed from PENDING to INSTALLED
[OBSERVER] Component M78 changed from PENDING to INSTALLED
[OBSERVER] Component M225 changed from PENDING to INSTALLED
[OBSERVER] Component M212 changed from PENDING to INSTALLED
[OBSERVER] Component M167 changed from PENDING to INSTALLED
[OBSERVER] Component M63 changed from PENDING to INSTALLED
[OBSERVER] Component P488 changed from PENDING to INSTALLED
ERROR: Component P580 is not currently installed
ERROR: Component P46 is not currently installed
[OBSERVER] Component M589 changed from PENDING to INSTALLED
[OBSERVER] Component M922 changed from PENDING to INSTALLED
[OBSERVER] Component M308 changed from PENDING to INSTALLED
ERROR: Component M428 is not currently installed
[OBSERVER] Component M578 changed from PENDING to INSTALLED
[OBSERVER] Component M360 changed from PENDING to FAILED
[OBSERVER] Component P624 changed from PENDING to INSTALLED
[OBSERVER] Component M471 changed from PENDING to INSTALLED
ERROR: Component M20 is not in a mock fail state
ERROR: Component M649 is not in a mock fail state
[OBSERVER] Component M746 changed from PENDING to INSTALLED
[OBSERVER] Component M348 changed from PENDING to INSTALLED
[OBSERVER] Component M708 changed from PENDING to INSTALLED
[OBSERVER] Component M446 changed from PENDING to INSTALLED
[OBSERVER] Component M316 changed from PENDING to INSTALLED
[OBSERVER] Component M219 changed from PENDING to INSTALLED
[OBSERVER] Component M509 changed from PENDING to FAILED
[OBSERVER] Component M219 changed from INSTALLED to PENDING
[OBSERVER] Component M316 changed from INSTALLED to PENDING
[OBSERVER] Component M446 changed from INSTALLED to PENDING
[OBSERVER] Component M708 changed from INSTALLED to PENDING
[OBSERVER] Component P439 changed from PENDING to FAILED
[OBSERVER] Component M348 changed from INSTALLED to PENDING
[OBSERVER] Component P284 changed from PENDING to FAILED
[OBSERVER] Component M746 changed from INSTALLED to PENDING
[OBSERVER] Component P244 changed from PENDING to FAILED
ERROR: Component GHOST_P does not exist
[OBSERVER] Component M597 changed from PENDING to INSTALLED
ERROR: Component M459 is not currently installed
[OBSERVER] Component M199 changed from PENDING to INSTALLED
[OBSERVER] Component M496 changed from PENDING to INSTALLED
[OBSERVER] Component P306 changed from PENDING to INSTALLED
ERROR: Component M792 is not in a mock fail state
ERROR: Component P177 is not in a mock fail state
[OBSERVER] Component M153 changed from PENDING to INSTALLED
[OBSERVER] Component M336 changed from PENDING to INSTALLED
[OBSERVER] Component M392 changed from PENDING to INSTALLED
[OBSERVER] Component P385 changed from PENDING to INSTALLED
[OBSERVER] Component M783 changed from PENDING to INSTALLED
[OBSERVER] Component M547 changed from PENDING to INSTALLED
[OBSERVER] Component P539 changed from PENDING to INSTALLED
[OBSERVER] Component M504 changed from PENDING to INSTALLED
[OBSERVER] Component M759 changed from PENDING to INSTALLED
[OBSERVER] Component M239 changed from PENDING to INSTALLED
[OBSERVER] Component M269 changed from PENDING to INSTALLED
[OBSERVER] Component P456 changed from PENDING to INSTALLED
[OBSERVER] Component M163 changed from PENDING to INSTALLED
[OBSERVER] Component M11 changed from PENDING to INSTALLED
[OBSERVER] Component P412 changed from PENDING to INSTALLED
[OBSERVER] Component M908 changed from PENDING to INSTALLED
[OBSERVER] Component M647 changed from PENDING to INSTALLED
[OBSERVER] Component M152 changed from PENDING to INSTALLED
[OBSERVER] Component M884 changed from PENDING to FAILED
[OBSERVER] Component M152 changed from INSTALLED to PENDING
[OBSERVER] Component M647 changed from INSTALLED to PENDING
[OBSERVER] Component M908 changed from INSTALLED to PENDING
[OBSERVER] Component P380 changed from PENDING to FAILED
[OBSERVER] Component P412 changed from INSTALLED to PENDING
[OBSERVER] Component M11 changed from INSTALLED to PENDING
[OBSERVER] Component M163 changed from INSTALLED to PENDING
[OBSERVER] Component P456 changed from INSTALLED to PENDING
[OBSERVER] Component M269 changed from INSTALLED to PENDING
[OBSERVER] Component M239 changed from INSTALLED to PENDING
[OBSERVER] Component M759 changed from INSTALLED to PENDING
[OBSERVER] Component M504 changed from INSTALLED to PENDING
[OBSERVER] Component P539 changed from INSTALLED to PENDING
[OBSERVER] Component M547 changed from INSTALLED to PENDING
[OBSERVER] Component M783 changed from INSTALLED to PENDING
[OBSERVER] Component P103 changed from PENDING to FAILED
ERROR: Component P220 is not in a mock fail state
[OBSERVER] Component M58 changed from PENDING to FAILED
ERROR: Component P624 is already installed
[OBSERVER] Component M81 changed from PENDING to INSTALLED
[OBSERVER] Component M269 changed from PENDING to INSTALLED
[OBSERVER] Component M287 changed from PENDING to INSTALLED
[OBSERVER] Component P404 changed from PENDING to INSTALLED
ERROR: Component P577 is not currently installed
[OBSERVER] Component M913 changed from PENDING to INSTALLED
[OBSERVER] Component M461 changed from PENDING to INSTALLED
[OBSERVER] Component P570 changed from PENDING to INSTALLED
[OBSERVER] Component M861 changed from PENDING to INSTALLED
[OBSERVER] Component P117 changed from PENDING to INSTALLED
ERROR: Invalid command
[OBSERVER] Component M140 changed from PENDING to INSTALLED
ERROR: Component P517 is not in a mock fail state
ERROR: Component M89 is not in a mock fail state
ERROR: Component M346 is already set to fail
[OBSERVER] Component M376 changed from PENDING to INSTALLED
[OBSERVER] Component M649 changed from PENDING to FAILED
ERROR: Component P429 is not in a mock fail state
ERROR: Component GHOST_P does not exist
ERROR: Component M867 is not currently installed
[OBSERVER] Component M674 changed from PENDING to INSTALLED
[OBSERVER] Component M76 changed from PENDING to INSTALLED
[OBSERVER] Component P512 changed from PENDING to INSTALLED
[OBSERVER] Component P310 changed from PENDING to INSTALLED
ERROR: Component P276 is not in a mock fail state
ERROR: Component P78 is not in a mock fail state
[OBSERVER] Component M142 changed from PENDING to INSTALLED
[OBSERVER] Component P120 changed from PENDING to INSTALLED
[OBSERVER] Component M822 changed from PENDING to INSTALLED
[OBSERVER] Component M480 changed from PENDING to INSTALLED
[OBSERVER] Component M812 changed from PENDING to INSTALLED
ERROR: Component GHOST_P does not exist
[OBSERVER] Component M763 changed from PENDING to FAILED
[OBSERVER] Component M935 changed from PENDING to INSTALLED
ERROR: Component GHOST_P does not exist
[OBSERVER] Component M107 changed from PENDING to INSTALLED
[OBSERVER] Component M892 changed from PENDING to INSTALLED
[OBSERVER] Component M676 changed from PENDING to INSTALLED
[OBSERVER] Component M490 changed from PENDING to FAILED
[OBSERVER] Component M676 changed from INSTALLED to PENDING
[OBSERVER] Component M892 changed from INSTALLED to PENDING
[OBSERVER] Component P158 changed from PENDING to FAILED
ERROR: Component P174 is not currently installed
ERROR: Component P352 is not currently installed
[OBSERVER] Component P624 changed from INSTALLED to PENDING
[OBSERVER] Component P570 changed from INSTALLED to PENDING
[OBSERVER] Component P512 changed from INSTALLED to PENDING
[OBSERVER] Component P488 changed from INSTALLED to PENDING
[OBSERVER] Component P439 changed from FAILED to PENDING
[OBSERVER] Component P404 changed from INSTALLED to PENDING
[OBSERVER] Component P385 changed from INSTALLED to PENDING
[OBSERVER] Component P380 changed from FAILED to PENDING
[OBSERVER] Component P310 changed from INSTALLED to PENDING
[OBSERVER] Component P306 changed from INSTALLED to PENDING
[OBSERVER] Component P284 changed from FAILED to PENDING
[OBSERVER] Component P244 changed from FAILED to PENDING
[OBSERVER] Component P158 changed from FAILED to PENDING
[OBSERVER] Component P120 changed from INSTALLED to PENDING
[OBSERVER] Component P117 changed from INSTALLED to PENDING
[OBSERVER] Component P103 changed from FAILED to PENDING
[OBSERVER] Component M935 changed from INSTALLED to PENDING
[OBSERVER] Component M922 changed from INSTALLED to PENDING
[OBSERVER] Component M913 changed from INSTALLED to PENDING
[OBSERVER] Component M884 changed from FAILED to PENDING
[OBSERVER] Component M861 changed from INSTALLED to PENDING
[OBSERVER] Component M822 changed from INSTALLED to PENDING
[OBSERVER] Component M812 changed from INSTALLED to PENDING
[OBSERVER] Component M763 changed from FAILED to PENDING
[OBSERVER] Component M674 changed from INSTALLED to PENDING
[OBSERVER] Component M649 changed from FAILED to PENDING
[OBSERVER] Component M597 changed from INSTALLED to PENDING
[OBSERVER] Component M589 changed from INSTALLED to PENDING
[OBSERVER] Component M578 changed from INSTALLED to PENDING
[OBSERVER] Component M509 changed from FAILED to PENDING
[OBSERVER] Component M496 changed from INSTALLED to PENDING
[OBSERVER] Component M490 changed from FAILED to PENDING
[OBSERVER] Component M480 changed from INSTALLED to PENDING
[OBSERVER] Component M471 changed from INSTALLED to PENDING
[OBSERVER] Component M461 changed from INSTALLED to PENDING
[OBSERVER] Component M392 changed from INSTALLED to PENDING
[OBSERVER] Component M376 changed from INSTALLED to PENDING
[OBSERVER] Component M360 changed from FAILED to PENDING
[OBSERVER] Component M352 changed from INSTALLED to PENDING
[OBSERVER] Component M336 changed from INSTALLED to PENDING
[OBSERVER] Component M308 changed from INSTALLED to PENDING
[OBSERVER] Component M287 changed from INSTALLED to PENDING
[OBSERVER] Component M269 changed from INSTALLED to PENDING
[OBSERVER] Component M225 changed from INSTALLED to PENDING
[OBSERVER] Component M212 changed from INSTALLED to PENDING
[OBSERVER] Component M199 changed from INSTALLED to PENDING
[OBSERVER] Component M167 changed from INSTALLED to PENDING
[OBSERVER] Component M153 changed from INSTALLED to PENDING
[OBSERVER] Component M142 changed from INSTALLED to PENDING
[OBSERVER] Component M140 changed from INSTALLED to PENDING
[OBSERVER] Component M107 changed from INSTALLED to PENDING
[OBSERVER] Component M81 changed from INSTALLED to PENDING
[OBSERVER] Component M78 changed from INSTALLED to PENDING
[OBSERVER] Component M76 changed from INSTALLED to PENDING
[OBSERVER] Component M63 changed from INSTALLED to PENDING
[OBSERVER] Component M58 changed from FAILED to PENDING
[OBSERVER] Component P588 changed from PENDING to INSTALLED
[OBSERVER] Component P547 changed from PENDING to INSTALLED
[OBSERVER] Component M573 changed from PENDING to INSTALLED
[OBSERVER] Component M108 changed from PENDING to INSTALLED
[OBSERVER] Component P524 changed from PENDING to INSTALLED
[OBSERVER] Component M225 changed from PENDING to INSTALLED
[OBSERVER] Component M154 changed from PENDING to INSTALLED
[OBSERVER] Component P505 changed from PENDING to INSTALLED
[OBSERVER] Component P51 changed from PENDING to INSTALLED
ERROR: Component P327 is not in a mock fail state
ERROR: Component M86 is not in a mock fail state
[OBSERVER] Component M456 changed from PENDING to INSTALLED
ERROR: Component M532 is not currently installed
[OBSERVER] Component M390 changed from PENDING to INSTALLED
ERROR: Component GHOST_P does not exist
[OBSERVER] Component P621 changed from PENDING to INSTALLED
ERROR: Component with ID M918 already exists
[OBSERVER] Component M3 changed from PENDING to INSTALLED
[OBSERVER] Component P621 changed from INSTALLED to PENDING
[OBSERVER] Component P588 changed from INSTALLED to PENDING
[OBSERVER] Component P547 changed from INSTALLED to PENDING
[OBSERVER] Component P524 changed from INSTALLED to PENDING
[OBSERVER] Component P505 changed from INSTALLED to PENDING
[OBSERVER] Component P51 changed from INSTALLED to PENDING
[OBSERVER] Component M573 changed from INSTALLED to PENDING
[OBSERVER] Component M456 changed from INSTALLED to PENDING
[OBSERVER] Component M390 changed from INSTALLED to PENDING
[OBSERVER] Component M225 changed from INSTALLED to PENDING
[OBSERVER] Component M154 changed from INSTALLED to PENDING
[OBSERVER] Component M108 changed from INSTALLED to PENDING
[OBSERVER] Component M3 changed from INSTALLED to PENDING
ERROR: Component GHOST_P does not exist
ERROR: No installed components to uninstall
ERROR: Invalid command
[OBSERVER] Component M32 changed from PENDING to INSTALLED
ERROR: Component P104 is not currently installed
[OBSERVER] Component M241 changed from PENDING to INSTALLED
[OBSERVER] Component M759 changed from PENDING to INSTALLED
[OBSERVER] Component M306 changed from PENDING to INSTALLED
[OBSERVER] Component M826 changed from PENDING to INSTALLED
ERROR: Component P205 is not currently installed
[OBSERVER] Component M716 changed from PENDING to INSTALLED
[OBSERVER] Component M149 changed from PENDING to INSTALLED
[OBSERVER] Component M889 changed from PENDING to INSTALLED
ERROR: Component with ID M205 already exists
[OBSERVER] Component M273 changed from PENDING to INSTALLED
ERROR: Component M408 is not currently installed
[OBSERVER] Component M711 changed from PENDING to INSTALLED
ERROR: Component GHOST_P does not exist
[OBSERVER] Component M834 changed from PENDING to INSTALLED
[OBSERVER] Component P573 changed from PENDING to INSTALLED
[OBSERVER] Component P215 changed from PENDING to INSTALLED
ERROR: Component P119 is not currently installed
ERROR: Component with ID M809 already exists
[OBSERVER] Component P513 changed from PENDING to INSTALLED
[OBSERVER] Component M598 changed from PENDING to INSTALLED
[OBSERVER] Component P128 changed from PENDING to INSTALLED
[OBSERVER] Component M207 changed from PENDING to INSTALLED
[OBSERVER] Component M426 changed from PENDING to INSTALLED
[OBSERVER] Component M784 changed from PENDING to INSTALLED
[OBSERVER] Component M5 changed from PENDING to INSTALLED
[OBSERVER] Component P479 changed from PENDING to INSTALLED
ERROR: Component M412 is not in a mock fail state
[OBSERVER] Component M829 changed from PENDING to INSTALLED
ERROR: Component M202 is not currently installed
[OBSERVER] Component P596 changed from PENDING to INSTALLED
[OBSERVER] Component P601 changed from PENDING to INSTALLED
[OBSERVER] Component P434 changed from PENDING to FAILED
[OBSERVER] Component P361 changed from PENDING to FAILED
ERROR: Component M71 is not currently installed
ERROR: Component M238 is not in a mock fail state
[OBSERVER] Component M253 changed from PENDING to INSTALLED
[OBSERVER] Component M6 changed from PENDING to INSTALLED
[OBSERVER] Component P270 changed from PENDING to INSTALLED
[OBSERVER] Component P601 changed from INSTALLED to PENDING
[OBSERVER] Component P596 changed from INSTALLED to PENDING
[OBSERVER] Component P573 changed from INSTALLED to PENDING
[OBSERVER] Component P513 changed from INSTALLED to PENDING
[OBSERVER] Component P479 changed from INSTALLED to PENDING
[OBSERVER] Component P434 changed from FAILED to PENDING
[OBSERVER] Component P361 changed from FAILED to PENDING
[OBSERVER] Component P270 changed from INSTALLED to PENDING
[OBSERVER] Component P215 changed from INSTALLED to PENDING
[OBSERVER] Component P128 changed from INSTALLED to PENDING
[OBSERVER] Component M889 changed from INSTALLED to PENDING
[OBSERVER] Component M834 changed from INSTALLED to PENDING
[OBSERVER] Component M829 changed from INSTALLED to PENDING
[OBSERVER] Component M826 changed from INSTALLED to PENDING
[OBSERVER] Component M784 changed from INSTALLED to PENDING
[OBSERVER] Component M759 changed from INSTALLED to PENDING
[OBSERVER] Component M716 changed from INSTALLED to PENDING
[OBSERVER] Component M711 changed from INSTALLED to PENDING
[OBSERVER] Component M598 changed from INSTALLED to PENDING
[OBSERVER] Component M426 changed from INSTALLED to PENDING
[OBSERVER] Component M306 changed from INSTALLED to PENDING
[OBSERVER] Component M273 changed from INSTALLED to PENDING
[OBSERVER] Component M253 changed from INSTALLED to PENDING
[OBSERVER] Component M241 changed from INSTALLED to PENDING
[OBSERVER] Component M207 changed from INSTALLED to PENDING
[OBSERVER] Component M149 changed from INSTALLED to PENDING
[OBSERVER] Component M32 changed from INSTALLED to PENDING
[OBSERVER] Component M6 changed from INSTALLED to PENDING
[OBSERVER] Component M5 changed from INSTALLED to PENDING
[OBSERVER] Component M528 changed from PENDING to INSTALLED
[OBSERVER] Component M305 changed from PENDING to INSTALLED
[OBSERVER] Component M157 changed from PENDING to INSTALLED
[OBSERVER] Component P177 changed from PENDING to INSTALLED
[OBSERVER] Component P113 changed from PENDING to INSTALLED
[OBSERVER] Component P177 changed from INSTALLED to PENDING
[OBSERVER] Component P113 changed from INSTALLED to PENDING
[OBSERVER] Component M528 changed from INSTALLED to PENDING
[OBSERVER] Component M305 changed from INSTALLED to PENDING
[OBSERVER] Component M157 changed from INSTALLED to PENDING
[OBSERVER] Component M714 changed from PENDING to INSTALLED
[OBSERVER] Component M618 changed from PENDING to INSTALLED
[OBSERVER] Component M877 changed from PENDING to INSTALLED
[OBSERVER] Component M660 changed from PENDING to INSTALLED
[OBSERVER] Component P573 changed from PENDING to INSTALLED
[OBSERVER] Component M36 changed from PENDING to INSTALLED
[OBSERVER] Component M436 changed from PENDING to INSTALLED
[OBSERVER] Component M295 changed from PENDING to INSTALLED
[OBSERVER] Component M19 changed from PENDING to INSTALLED
[OBSERVER] Component M382 changed from PENDING to INSTALLED
[OBSERVER] Component M63 changed from PENDING to INSTALLED
[OBSERVER] Component P450 changed from PENDING to INSTALLED
[OBSERVER] Component M729 changed from PENDING to INSTALLED
[OBSERVER] Component P372 changed from PENDING to INSTALLED
[OBSERVER] Component P297 changed from PENDING to INSTALLED
[OBSERVER] Component P38 changed from PENDING to INSTALLED
ERROR: Cannot attach to a module
[OBSERVER] Component M354 changed from PENDING to INSTALLED
[OBSERVER] Component M499 changed from PENDING to INSTALLED
[OBSERVER] Component M598 changed from PENDING to INSTALLED
ERROR: Invalid command
[OBSERVER] Component P573 changed from INSTALLED to PENDING
[OBSERVER] Component P450 changed from INSTALLED to PENDING
[OBSERVER] Component P372 changed from INSTALLED to PENDING
[OBSERVER] Component P297 changed from INSTALLED to PENDING
[OBSERVER] Component P38 changed from INSTALLED to PENDING
[OBSERVER] Component M877 changed from INSTALLED to PENDING
[OBSERVER] Component M729 changed from INSTALLED to PENDING
[OBSERVER] Component M714 changed from INSTALLED to PENDING
[OBSERVER] Component M660 changed from INSTALLED to PENDING
[OBSERVER] Component M618 changed from INSTALLED to PENDING
[OBSERVER] Component M598 changed from INSTALLED to PENDING
[OBSERVER] Component M499 changed from INSTALLED to PENDING
[OBSERVER] Component M436 changed from INSTALLED to PENDING
[OBSERVER] Component M382 changed from INSTALLED to PENDING
[OBSERVER] Component M354 changed from INSTALLED to PENDING
[OBSERVER] Component M295 changed from INSTALLED to PENDING
[OBSERVER] Component M63 changed from INSTALLED to PENDING
[OBSERVER] Component M36 changed from INSTALLED to PENDING
[OBSERVER] Component M19 changed from INSTALLED to PENDING
[OBSERVER] Component M206 changed from PENDING to INSTALLED
[OBSERVER] Component M63 changed from PENDING to INSTALLED
ERROR: Component M479 is not currently installed
ERROR: Component M875 is not currently installed
ERROR: Component P307 is already set to fail
[OBSERVER] Component M642 changed from PENDING to INSTALLED
[OBSERVER] Component P529 changed from PENDING to INSTALLED
ERROR: Cannot attach to a module
[OBSERVER] Component M500 changed from PENDING to INSTALLED
ERROR: Component P327 is not in a mock fail state
ERROR: Component GHOST_P does not exist
[OBSERVER] Component M857 changed from PENDING to INSTALLED
[OBSERVER] Component M453 changed from PENDING to INSTALLED
[OBSERVER] Component M615 changed from PENDING to INSTALLED
[OBSERVER] Component M906 changed from PENDING to INSTALLED
[OBSERVER] Component M181 changed from PENDING to INSTALLED
[OBSERVER] Component M140 changed from PENDING to INSTALLED
[OBSERVER] Component M676 changed from PENDING to INSTALLED
[OBSERVER] Component M819 changed from PENDING to FAILED
[OBSERVER] Component M676 changed from INSTALLED to PENDING
[OBSERVER] Component M140 changed from INSTALLED to PENDING
[OBSERVER] Component P313 changed from PENDING to FAILED
[OBSERVER] Component M151 changed from PENDING to INSTALLED
[OBSERVER] Component M72 changed from PENDING to INSTALLED
[OBSERVER] Component M558 changed from PENDING to INSTALLED
[OBSERVER] Component P478 changed from PENDING to INSTALLED
[OBSERVER] Component M335 changed from PENDING to INSTALLED
[OBSERVER] Component P554 changed from PENDING to INSTALLED
[OBSERVER] Component M376 changed from PENDING to INSTALLED
[OBSERVER] Component M235 changed from PENDING to INSTALLED
[OBSERVER] Component P491 changed from PENDING to INSTALLED
[OBSERVER] Component P242 changed from PENDING to INSTALLED
[OBSERVER] Component M438 changed from PENDING to INSTALLED
[OBSERVER] Component P411 changed from PENDING to INSTALLED
ERROR: Component with ID M152 already exists
[OBSERVER] Component M590 changed from PENDING to INSTALLED
[OBSERVER] Component P559 changed from PENDING to INSTALLED
[OBSERVER] Component M593 changed from PENDING to INSTALLED
[OBSERVER] Component M832 changed from PENDING to INSTALLED
[OBSERVER] Component M731 changed from PENDING to INSTALLED
[OBSERVER] Component M805 changed from PENDING to INSTALLED
[OBSERVER] Component P441 changed from PENDING to INSTALLED
[OBSERVER] Component M209 changed from PENDING to INSTALLED
[OBSERVER] Component P96 changed from PENDING to INSTALLED
ERROR: Component M756 is not currently installed
[OBSERVER] Component P556 changed from PENDING to INSTALLED
[OBSERVER] Component M462 changed from PENDING to INSTALLED
[OBSERVER] Component M474 changed from PENDING to INSTALLED
[OBSERVER] Component M146 changed from PENDING to INSTALLED
[OBSERVER] Component M548 changed from PENDING to INSTALLED
[OBSERVER] Component M878 changed from PENDING to INSTALLED
[OBSERVER] Component P507 changed from PENDING to INSTALLED
[OBSERVER] Component M636 changed from PENDING to INSTALLED
[OBSERVER] Component M483 changed from PENDING to INSTALLED
[OBSERVER] Component M631 changed from PENDING to INSTALLED
[OBSERVER] Component P416 changed from PENDING to INSTALLED
ERROR: Component M821 is not currently installed
ERROR: Component M335 is already installed
ERROR: Component M683 is not currently installed
[OBSERVER] Component M856 changed from PENDING to INSTALLED
[OBSERVER] Component M583 changed from PENDING to INSTALLED
[OBSERVER] Component M117 changed from PENDING to INSTALLED
[OBSERVER] Component M841 changed from PENDING to INSTALLED
[OBSERVER] Component M466 changed from PENDING to INSTALLED
[OBSERVER] Component M776 changed from PENDING to INSTALLED
[OBSERVER] Component M112 changed from PENDING to INSTALLED
[OBSERVER] Component P421 changed from PENDING to INSTALLED
[OBSERVER] Component M829 changed from PENDING to INSTALLED
[OBSERVER] Component M116 changed from PENDING to INSTALLED
[OBSERVER] Component M302 changed from PENDING to INSTALLED
[OBSERVER] Component P396 changed from PENDING to INSTALLED
[OBSERVER] Component M357 changed from PENDING to INSTALLED
[OBSERVER] Component M580 changed from PENDING to INSTALLED
[OBSERVER] Component M934 changed from PENDING to INSTALLED
[OBSERVER] Component P357 changed from PENDING to INSTALLED
[OBSERVER] Component M676 changed from PENDING to INSTALLED
ERROR: Component with ID M764 already exists
ERROR: Component M436 is not currently installed
[OBSERVER] Component M868 changed from PENDING to INSTALLED
ERROR: Component P601 is not in a mock fail state
[OBSERVER] Component P606 changed from PENDING to FAILED
[OBSERVER] Component P384 changed from PENDING to FAILED
[OBSERVER] Component M360 changed from PENDING to INSTALLED
[OBSERVER] Component P492 changed from PENDING to INSTALLED
[OBSERVER] Component M48 changed from PENDING to INSTALLED
[OBSERVER] Component P450 changed from PENDING to INSTALLED
[OBSERVER] Component P271 changed from PENDING to INSTALLED
ERROR: Component M357 is already installed
ERROR: Component M510 is not in a mock fail state
ERROR: Component GHOST_P does not exist
ERROR: Component M663 is not currently installed
ERROR: Component with ID M694 already exists
ERROR: Component M395 is not currently installed
[OBSERVER] Component M757 changed from PENDING to INSTALLED
[OBSERVER] Component P512 changed from PENDING to INSTALLED
[OBSERVER] Component M317 changed from PENDING to FAILED
ERROR: Component P58 is not currently installed
[OBSERVER] Component M131 changed from PENDING to INSTALLED
[OBSERVER] Component P623 changed from PENDING to INSTALLED
ERROR: Component M4 is not currently installed
[OBSERVER] Component P597 changed from PENDING to INSTALLED
[OBSERVER] Component P515 changed from PENDING to FAILED
[OBSERVER] Component P460 changed from PENDING to FAILED
[OBSERVER] Component P597 changed from INSTALLED to PENDING
[OBSERVER] Component P127 changed from PENDING to FAILED
ERROR: Cannot attach to a module
[OBSERVER] Component M403 changed from PENDING to INSTALLED
[OBSERVER] Component M98 changed from PENDING to INSTALLED
[OBSERVER] Component M44 changed from PENDING to INSTALLED
[OBSERVER] Component M197 changed from PENDING to INSTALLED
[OBSERVER] Component P511 changed from PENDING to INSTALLED
[OBSERVER] Component M513 changed from PENDING to INSTALLED
[OBSERVER] Component P233 changed from PENDING to INSTALLED
[OBSERVER] Component P350 changed from PENDING to FAILED
ERROR: Component M789 is not currently installed
[OBSERVER] Component M314 changed from PENDING to INSTALLED
ERROR: Component M801 is not currently installed
ERROR: Component M256 is not in a mock fail state
ERROR: Component with ID M90 already exists
ERROR: Component M432 is not currently installed
ERROR: Component GHOST_P does not exist
[OBSERVER] Component M753 changed from PENDING to INSTALLED
[OBSERVER] Component M516 changed from PENDING to INSTALLED
[OBSERVER] Component M562 changed from PENDING to INSTALLED
[OBSERVER] Component M179 changed from PENDING to INSTALLED
[OBSERVER] Component M81 changed from PENDING to INSTALLED
[OBSERVER] Component P477 changed from PENDING to INSTALLED
[OBSERVER] Component P365 changed from PENDING to INSTALLED
[OBSERVER] Component M643 changed from PENDING to INSTALLED
[OBSERVER] Component P187 changed from PENDING to INSTALLED
ERROR: Component with ID M174 already exists
ERROR: Component P371 is not currently installed
ERROR: Component P443 is not in a mock fail state
ERROR: Component with ID M425 already exists
[OBSERVER] Component M354 changed from PENDING to INSTALLED
ERROR: Component M303 is not currently installed
ERROR: Component P544 is not currently installed
[OBSERVER] Component M588 changed from PENDING to INSTALLED
ERROR: Component M692 is not in a mock fail state
[OBSERVER] Component M479 changed from PENDING to INSTALLED
[OBSERVER] Component P147 changed from PENDING to INSTALLED
ERROR: Component M919 is not currently installed
[OBSERVER] Component M305 changed from PENDING to INSTALLED
ERROR: Component M705 is already set to fail
ERROR: Invalid command
[OBSERVER] Component M166 changed from PENDING to INSTALLED
[OBSERVER] Component P160 changed from PENDING to INSTALLED
[OBSERVER] Component M3 changed from PENDING to INSTALLED
[OBSERVER] Component P345 changed from PENDING to FAILED
[OBSERVER] Component M784 changed from PENDING to INSTALLED
[OBSERVER] Component M5 changed from PENDING to INSTALLED
[OBSERVER] Component P479 changed from PENDING to INSTALLED
[OBSERVER] Component M415 changed from PENDING to INSTALLED
[OBSERVER] Component M739 changed from PENDING to INSTALLED
[OBSERVER] Component M866 changed from PENDING to INSTALLED
[OBSERVER] Component M330 changed from PENDING to INSTALLED
[OBSERVER] Component M336 changed from PENDING to INSTALLED
[OBSERVER] Component P353 changed from PENDING to INSTALLED
[OBSERVER] Component M843 changed from PENDING to INSTALLED
[OBSERVER] Component P305 changed from PENDING to INSTALLED
[OBSERVER] Component P157 changed from PENDING to INSTALLED
ERROR: Component M723 is not currently installed
[OBSERVER] Component M169 changed from PENDING to INSTALLED
[OBSERVER] Component M293 changed from PENDING to FAILED
[OBSERVER] Component M704 changed from PENDING to INSTALLED
[OBSERVER] Component M602 changed from PENDING to INSTALLED
[OBSERVER] Component P142 changed from PENDING to INSTALLED
[OBSERVER] Component M538 changed from PENDING to INSTALLED
[OBSERVER] Component M87 changed from PENDING to INSTALLED
[OBSERVER] Component M771 changed from PENDING to INSTALLED
[OBSERVER] Component P259 changed from PENDING to INSTALLED
[OBSERVER] Component M272 changed from PENDING to INSTALLED
[OBSERVER] Component M750 changed from PENDING to INSTALLED
[OBSERVER] Component M908 changed from PENDING to INSTALLED
[OBSERVER] Component M246 changed from PENDING to INSTALLED
[OBSERVER] Component P184 changed from PENDING to INSTALLED
ERROR: Component P603 is already set to fail
[OBSERVER] Component M281 changed from PENDING to INSTALLED
ERROR: Component P17 is not currently installed
ERROR: Component M272 is already installed
[OBSERVER] Component M51 changed from PENDING to INSTALLED
[OBSERVER] Component P227 changed from PENDING to FAILED
ERROR: Component M490 is not currently installed
ERROR: Component P199 is not in a mock fail state
ERROR: Component M18 is not currently installed
ERROR: Component M730 is not currently installed
ERROR: Component M601 is not currently installed
ERROR: Component GHOST_P does not exist
